Student_ID,Q1_Matric_Subject,Q2_Intermediate_Program,Q3_Grade_Bucket,Q4_Math_Aptitude,Q5_Verbal_Skills,Q6_Creative_Interest,Q7_Tech_Orientation,Q8_Study_Duration,Q9_Work_Environment,Q10_Career_Track
757,Arts / Humanities,FA / Humanities,Above 80% (A-1 Grade),3,5,5,2,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
758,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),5,3,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
759,Science with Biology,FA / Humanities,60% – 70% (B Grade),2,5,5,2,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
760,Arts / Humanities,FSc Pre-Medical,60% – 70% (B Grade),1,5,3,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
761,Science with Computer Science,ICS (Intermediate in Computer Science),Above 80% (A-1 Grade),4,2,2,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
762,Science with Biology,FA / Humanities,70% – 80% (A Grade),2,5,3,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
763,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,2,3,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
764,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,3,1,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
765,Science with Biology,I.Com (Commerce),Above 80% (A-1 Grade),3,4,1,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
766,Science with Biology,FSc Pre-Engineering,70% – 80% (A Grade),4,3,3,4,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
767,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),3,2,4,3,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
768,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),2,5,5,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
769,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),4,5,2,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
770,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,4,3,3,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
771,Science with Computer Science,FSc Pre-Engineering,Above 80% (A-1 Grade),4,3,3,5,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
772,Arts / Humanities,FSc Pre-Engineering,70% – 80% (A Grade),3,3,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
773,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),2,5,4,2,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
774,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,1,2,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
775,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),1,5,4,1,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
776,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),4,5,3,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
777,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),2,5,4,1,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
778,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),4,2,4,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
779,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),2,3,1,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
780,Science with Computer Science,I.Com (Commerce),70% – 80% (A Grade),3,5,3,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
781,Science with Computer Science,I.Com (Commerce),Below 60% (C Grade or lower),2,3,3,3,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
782,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),2,5,5,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
783,Science with Biology,I.Com (Commerce),70% – 80% (A Grade),3,5,4,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
784,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),1,5,4,1,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
785,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,5,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
786,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),2,5,5,2,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
787,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),1,4,5,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
788,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),2,5,4,1,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
789,Arts / Humanities,FSc Pre-Engineering,70% – 80% (A Grade),3,5,3,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
790,Science with Computer Science,FA / Humanities,70% – 80% (A Grade),2,4,2,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
791,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),2,5,2,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
792,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),4,1,3,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
793,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),4,2,3,5,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Engineering & Architecture
794,Arts / Humanities,FSc Pre-Engineering,70% – 80% (A Grade),3,5,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
795,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),2,5,3,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
796,Arts / Humanities,FSc Pre-Engineering,70% – 80% (A Grade),3,5,4,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
797,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),4,2,1,4,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
798,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),4,4,2,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
799,Science with Computer Science,ICS (Intermediate in Computer Science),Below 60% (C Grade or lower),4,3,3,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
800,Science with Computer Science,I.Com (Commerce),70% – 80% (A Grade),2,5,3,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
801,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,5,1,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
802,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),4,4,2,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
803,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,5,3,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
804,Arts / Humanities,I.Com (Commerce),Above 80% (A-1 Grade),2,5,4,1,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
805,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),3,4,4,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
806,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),4,4,4,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
807,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),4,4,3,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
808,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),4,4,1,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
809,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),2,5,4,1,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
810,Arts / Humanities,FA / Humanities,Above 80% (A-1 Grade),1,5,5,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
811,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,4,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
812,Arts / Humanities,FA / Humanities,Above 80% (A-1 Grade),2,5,4,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
813,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),2,4,5,2,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
814,Science with Computer Science,FSc Pre-Engineering,70% – 80% (A Grade),5,4,2,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
815,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,2,2,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
816,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),2,5,5,2,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
817,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),3,5,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
818,Science with Computer Science,ICS (Intermediate in Computer Science),Below 60% (C Grade or lower),3,3,4,5,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
819,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),4,3,3,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
820,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),3,3,4,5,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
821,Science with Computer Science,FSc Pre-Engineering,Above 80% (A-1 Grade),4,3,2,4,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
822,Science with Computer Science,FSc Pre-Engineering,70% – 80% (A Grade),5,3,4,4,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
823,Science with Computer Science,FA / Humanities,Below 60% (C Grade or lower),3,3,3,4,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
824,Science with Computer Science,FA / Humanities,70% – 80% (A Grade),4,5,3,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
825,Science with Computer Science,ICS (Intermediate in Computer Science),Below 60% (C Grade or lower),4,1,5,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
826,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),5,4,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
827,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),2,4,1,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
828,Arts / Humanities,FA / Humanities,Above 80% (A-1 Grade),3,4,5,2,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
829,Science with Computer Science,ICS (Intermediate in Computer Science),Below 60% (C Grade or lower),2,3,4,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
830,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),2,5,3,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
831,Science with Biology,FSc Pre-Engineering,60% – 70% (B Grade),2,5,2,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
832,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),3,4,1,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
833,Arts / Humanities,I.Com (Commerce),Above 80% (A-1 Grade),2,3,2,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
834,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),3,5,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
835,Arts / Humanities,I.Com (Commerce),Above 80% (A-1 Grade),2,4,1,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
836,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),5,2,3,4,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
837,Arts / Humanities,I.Com (Commerce),60% – 70% (B Grade),1,3,2,4,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
838,Science with Biology,ICS (Intermediate in Computer Science),Above 80% (A-1 Grade),5,3,4,5,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
839,Science with Computer Science,ICS (Intermediate in Computer Science),Above 80% (A-1 Grade),4,2,1,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Engineering & Architecture
840,Arts / Humanities,ICS (Intermediate in Computer Science),Below 60% (C Grade or lower),3,3,3,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
841,Science with Biology,FA / Humanities,Above 80% (A-1 Grade),1,5,4,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
842,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),1,5,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
843,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),3,5,3,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
844,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),4,5,2,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
845,Science with Computer Science,ICS (Intermediate in Computer Science),Below 60% (C Grade or lower),3,4,2,5,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
846,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),5,4,3,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
847,Arts / Humanities,FSc Pre-Medical,60% – 70% (B Grade),2,5,4,3,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
848,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),2,3,1,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
849,Science with Computer Science,FSc Pre-Engineering,70% – 80% (A Grade),5,2,1,4,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
850,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),3,3,1,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
851,Science with Computer Science,FSc Pre-Engineering,70% – 80% (A Grade),5,4,2,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
852,Science with Computer Science,FSc Pre-Engineering,70% – 80% (A Grade),5,5,3,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
853,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),3,2,2,5,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
854,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),2,3,4,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
855,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),3,5,1,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
856,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),3,5,1,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
857,Science with Biology,I.Com (Commerce),70% – 80% (A Grade),2,5,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
858,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),1,4,3,2,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
859,Science with Biology,FA / Humanities,Above 80% (A-1 Grade),1,5,5,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
860,Science with Biology,I.Com (Commerce),70% – 80% (A Grade),3,5,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
861,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),3,5,3,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
862,Science with Computer Science,I.Com (Commerce),70% – 80% (A Grade),3,3,4,5,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
863,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,4,3,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
864,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),5,4,2,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
865,Science with Biology,FSc Pre-Engineering,70% – 80% (A Grade),5,2,2,4,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
866,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),2,4,5,3,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
867,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,2,2,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
868,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),3,4,3,5,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
869,Science with Biology,FA / Humanities,60% – 70% (B Grade),1,5,3,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
870,Science with Biology,FA / Humanities,70% – 80% (A Grade),2,5,4,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
871,Science with Biology,ICS (Intermediate in Computer Science),70% – 80% (A Grade),4,3,3,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
872,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,4,2,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
873,Arts / Humanities,ICS (Intermediate in Computer Science),60% – 70% (B Grade),2,3,4,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
874,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),3,4,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
875,Science with Biology,I.Com (Commerce),70% – 80% (A Grade),2,4,2,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
876,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,5,3,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
877,Science with Computer Science,ICS (Intermediate in Computer Science),Above 80% (A-1 Grade),5,2,3,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
878,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),5,3,2,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
879,Science with Computer Science,FSc Pre-Engineering,Above 80% (A-1 Grade),4,2,1,5,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
880,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),1,3,5,3,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
881,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,5,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
882,Science with Biology,FA / Humanities,70% – 80% (A Grade),1,4,4,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
883,Science with Computer Science,FSc Pre-Engineering,70% – 80% (A Grade),5,4,2,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
884,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),4,1,2,4,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
885,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,3,3,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
886,Science with Biology,ICS (Intermediate in Computer Science),70% – 80% (A Grade),4,5,3,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
887,Science with Biology,I.Com (Commerce),70% – 80% (A Grade),2,5,3,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
888,Arts / Humanities,FA / Humanities,Above 80% (A-1 Grade),1,5,5,1,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
889,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,5,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
890,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),5,2,3,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Engineering & Architecture
